No,;Time;;Time 1;Time 2;Delay;delay 1;delay 2;jitter
6984;28859,674;;28859,674;28859,701;0,027;-0,22;0,213;0,433
6985;28859,701;;28859,701;28859,948;0,247;0,213;-0,258;-0,471
6986;28859,948;;28859,948;28859,982;0,034;-0,258;-0,728;-0,47
6987;28859,982;;28859,982;28860,274;0,292;-0,728;0,801;1,529
6988;28860,274;;28860,274;28861,294;1,02;0,801;-1,493;-2,294
6989;28861,294;;28861,294;28861,513;0,219;-1,493;0,233;1,726
6990;28861,513;;28861,513;28863,225;1,712;0,233;1,199;0,966
6991;28863,225;;28863,225;28864,704;1,479;1,199;-0,311;-1,51
6992;28864,704;;28864,704;28864,984;0,28;-0,311;0,591;0,902
6993;28864,984;;28864,984;28865,575;0,591;0,591;0;-0,591
6994;28865,575;;28865,575;28865,575;0;0;-0,001;-0,001
6995;28865,575;;28865,575;28865,575;0;-0,001;-0,018;-0,017
6996;28865,575;;28865,575;28865,576;0,001;-0,018;-0,511;-0,493
6997;28865,576;;28865,576;28865,595;0,019;-0,511;0,251;0,762
6998;28865,595;;28865,595;28866,125;0,53;0,251;0,278;0,027
6999;28866,125;;28866,125;28866,404;0,279;0,278;-0,65;-0,928
7000;28866,404;;28866,404;28866,405;0,001;-0,65;0,651;1,301
7001;28866,405;;28866,405;28867,056;0,651;0,651;0;-0,651
7002;28867,056;;28867,056;28867,056;0;0;-0,013;-0,013
7003;28867,056;;28867,056;28867,056;0;-0,013;-0,007;0,006
7004;28867,056;;28867,056;28867,069;0,013;-0,007;-0,454;-0,447
7005;28867,069;;28867,069;28867,089;0,02;-0,454;0,208;0,662
7006;28867,089;;28867,089;28867,563;0,474;0,208;0,266;0,058
7007;28867,563;;28867,563;28867,829;0,266;0,266;-0,001;-0,267
7008;28867,829;;28867,829;28867,829;0;-0,001;-0,009;-0,008
7009;28867,829;;28867,829;28867,83;0,001;-0,009;-0,46;-0,451
7010;28867,83;;28867,83;28867,84;0,01;-0,46;0,47;0,93
7011;28867,84;;28867,84;28868,31;0,47;0,47;-0,001;-0,471
7012;28868,31;;28868,31;28868,31;0;-0,001;0,001;0,002
7013;28868,31;;28868,31;28868,311;0,001;0,001;0;-0,001
7014;28868,311;;28868,311;28868,311;0;0;-0,014;-0,014
7015;28868,311;;28868,311;28868,311;0;-0,014;0,001;0,015
7016;28868,311;;28868,311;28868,325;0,014;0,001;-0,612;-0,613
7017;28868,325;;28868,325;28868,338;0,013;-0,612;0,47;1,082
7018;28868,338;;28868,338;28868,963;0,625;0,47;0,155;-0,315
7019;28868,963;;28868,963;28869,118;0,155;0,155;-0,014;-0,169
7020;28869,118;;28869,118;28869,118;0;-0,014;-1,222;-1,208
7021;28869,118;;28869,118;28869,132;0,014;-1,222;-0,222;1
7022;28869,132;;28869,132;28870,368;1,236;-0,222;1,306;1,528
7023;28870,368;;28870,368;28871,826;1,458;1,306;0,119;-1,187
7024;28871,826;;28871,826;28871,978;0,152;0,119;-0,693;-0,812
7025;28871,978;;28871,978;28872,011;0,033;-0,693;0,685;1,378
7026;28872,011;;28872,011;28872,737;0,726;0,685;-0,695;-1,38
7027;28872,737;;28872,737;28872,778;0,041;-0,695;0,34;1,035
7028;28872,778;;28872,778;28873,514;0,736;0,34;-0,58;-0,92
7029;28873,514;;28873,514;28873,91;0,396;-0,58;0,976;1,556
7031;28873,91;;28873,91;28874,886;0,976;0,976;0;-0,976
7032;28874,886;;28874,886;28874,886;0;0;-0,034;-0,034
7033;28874,886;;28874,886;28874,886;0;-0,034;-0,286;-0,252
7034;28874,886;;28874,886;28874,92;0,034;-0,286;0,32;0,606
7035;28874,92;;28874,92;28875,24;0,32;0,32;0;-0,32
7036;28875,24;;28875,24;28875,24;0;0;-0,015;-0,015
7037;28875,24;;28875,24;28875,24;0;-0,015;-0,425;-0,41
7038;28875,24;;28875,24;28875,255;0,015;-0,425;0,44;0,865
7039;28875,255;;28875,255;28875,695;0,44;0,44;-0,017;-0,457
7041;28875,695;;28875,695;28875,695;0;-0,017;-0,196;-0,179
7042;28875,695;;28875,695;28875,712;0,017;-0,196;0,075;0,271
7043;28875,712;;28875,712;28875,925;0,213;0,075;0,007;-0,068
7044;28875,925;;28875,925;28876,063;0,138;0,007;-0,015;-0,022
7045;28876,063;;28876,063;28876,194;0,131;-0,015;0,098;0,113
7046;28876,194;;28876,194;28876,34;0,146;0,098;0,048;-0,05
7047;28876,34;;28876,34;28876,388;0,048;0,048;-0,088;-0,136
7048;28876,388;;28876,388;28876,388;0;-0,088;-0,023;0,065
7049;28876,388;;28876,388;28876,476;0,088;-0,023;-1,002;-0,979
7050;28876,476;;28876,476;28876,587;0,111;-1,002;-0,167;0,835
7051;28876,587;;28876,587;28877,7;1,113;-0,167;1,279;1,446
7052;28877,7;;28877,7;28878,98;1,28;1,279;0;-1,279
7053;28878,98;;28878,98;28878,981;0,001;0;-0,092;-0,092
7054;28878,981;;28878,981;28878,982;0,001;-0,092;-0,72;-0,628
7055;28878,982;;28878,982;28879,075;0,093;-0,72;0,812;1,532
7056;28879,075;;28879,075;28879,888;0,813;0,812;0,001;-0,811
7057;28879,888;;28879,888;28879,889;0,001;0,001;0;-0,001
7058;28879,889;;28879,889;28879,889;0;0;0;0
7059;28879,889;;28879,889;28879,889;0;0;-0,001;-0,001
7060;28879,889;;28879,889;28879,889;0;-0,001;-0,081;-0,08
7061;28879,889;;28879,889;28879,89;0,001;-0,081;0,002;0,083
7062;28879,89;;28879,89;28879,972;0,082;0,002;0,06;0,058
7063;28879,972;;28879,972;28880,052;0,08;0,06;0,001;-0,059
7064;28880,052;;28880,052;28880,072;0,02;0,001;0,002;0,001
7065;28880,072;;28880,072;28880,091;0,019;0,002;-0,494;-0,496
7066;28880,091;;28880,091;28880,108;0,017;-0,494;0,425;0,919
7067;28880,108;;28880,108;28880,619;0,511;0,425;-0,011;-0,436
7068;28880,619;;28880,619;28880,705;0,086;-0,011;0,071;0,082
7069;28880,705;;28880,705;28880,802;0,097;0,071;-1,474;-1,545
7070;28880,802;;28880,802;28880,828;0,026;-1,474;0,011;1,485
7071;28880,828;;28880,828;28882,328;1,5;0,011;1,095;1,084
7072;28882,328;;28882,328;28883,817;1,489;1,095;0,394;-0,701
7073;28883,817;;28883,817;28884,211;0,394;0,394;0;-0,394
7074;28884,211;;28884,211;28884,211;0;0;-0,001;-0,001
7075;28884,211;;28884,211;28884,211;0;-0,001;0,001;0,002
7076;28884,211;;28884,211;28884,212;0,001;0,001;0;-0,001
7077;28884,212;;28884,212;28884,212;0;0;0;0
7078;28884,212;;28884,212;28884,212;0;0;-0,051;-0,051
7079;28884,212;;28884,212;28884,212;0;-0,051;0,026;0,077
7080;28884,212;;28884,212;28884,263;0,051;0,026;-1,28;-1,306
7081;28884,263;;28884,263;28884,288;0,025;-1,28;-0,228;1,052
7082;28884,288;;28884,288;28885,593;1,305;-0,228;1,025;1,253
7083;28885,593;;28885,593;28887,126;1,533;1,025;0,467;-0,558
7084;28887,126;;28887,126;28887,634;0,508;0,467;-0,041;-0,508
7085;28887,634;;28887,634;28887,675;0,041;-0,041;0,055;0,096
7086;28887,675;;28887,675;28887,757;0,082;0,055;-0,056;-0,111
7087;28887,757;;28887,757;28887,784;0,027;-0,056;0,037;0,093
7088;28887,784;;28887,784;28887,867;0,083;0,037;-0,192;-0,229
7089;28887,867;;28887,867;28887,913;0,046;-0,192;-0,018;0,174
7090;28887,913;;28887,913;28888,151;0,238;-0,018;0,25;0,268
7091;28888,151;;28888,151;28888,407;0,256;0,25;-0,468;-0,718
7092;28888,407;;28888,407;28888,413;0,006;-0,468;-1,055;-0,587
7093;28888,413;;28888,413;28888,887;0,474;-1,055;0,125;1,18
7094;28888,887;;28888,887;28890,416;1,529;0,125;0;-0,125
7095;28890,416;;28890,416;28891,82;1,404;0;-0,284;-0,284
7096;28891,82;;28891,82;28893,224;1,404;-0,284;1,177;1,461
7097;28893,224;;28893,224;28894,912;1,688;1,177;0,51;-0,667
7098;28894,912;;28894,912;28895,423;0,511;0,51;0,001;-0,509
7099;28895,423;;28895,423;28895,424;0,001;0,001;0;-0,001
7100;28895,424;;28895,424;28895,424;0;0;0;0
7101;28895,424;;28895,424;28895,424;0;0;-0,001;-0,001
7102;28895,424;;28895,424;28895,424;0;-0,001;0,001;0,002
7103;28895,424;;28895,424;28895,425;0,001;0,001;0;-0,001
7104;28895,425;;28895,425;28895,425;0;0;-0,042;-0,042
7105;28895,425;;28895,425;28895,425;0;-0,042;0,006;0,048
7106;28895,425;;28895,425;28895,467;0,042;0,006;0,003;-0,003
7107;28895,467;;28895,467;28895,503;0,036;0,003;0,033;0,03
7108;28895,503;;28895,503;28895,536;0,033;0,033;-0,01;-0,043
7109;28895,536;;28895,536;28895,536;0;-0,01;-1,066;-1,056
7110;28895,536;;28895,536;28895,546;0,01;-1,066;-0,401;0,665
7111;28895,546;;28895,546;28896,622;1,076;-0,401;0,711;1,112
7112;28896,622;;28896,622;28898,099;1,477;0,711;0,723;0,012
7113;28898,099;;28898,099;28898,865;0,766;0,723;-0,234;-0,957
7114;28898,865;;28898,865;28898,908;0,043;-0,234;0,243;0,477
7115;28898,908;;28898,908;28899,185;0,277;0,243;-1,064;-1,307
7116;28899,185;;28899,185;28899,219;0,034;-1,064;1,017;2,081
7117;28899,219;;28899,219;28900,317;1,098;1,017;-0,359;-1,376
7118;28900,317;;28900,317;28900,398;0,081;-0,359;-0,1;0,259
7119;28900,398;;28900,398;28900,838;0,44;-0,1;0,355;0,455
7120;28900,838;;28900,838;28901,378;0,54;0,355;0,069;-0,286
7121;28901,378;;28901,378;28901,563;0,185;0,069;-0,44;-0,509
7122;28901,563;;28901,563;28901,679;0,116;-0,44;0,369;0,809
7123;28901,679;;28901,679;28902,235;0,556;0,369;0,024;-0,345
7124;28902,235;;28902,235;28902,422;0,187;0,024;0,163;0,139
7125;28902,422;;28902,422;28902,585;0,163;0,163;-0,001;-0,164
7126;28902,585;;28902,585;28902,585;0;-0,001;0,001;0,002
7127;28902,585;;28902,585;28902,586;0,001;0,001;0;-0,001
7128;28902,586;;28902,586;28902,586;0;0;0;0
7129;28902,586;;28902,586;28902,586;0;0;-0,035;-0,035
7130;28902,586;;28902,586;28902,586;0;-0,035;-0,123;-0,088
7131;28902,586;;28902,586;28902,621;0,035;-0,123;0,116;0,239
7132;28902,621;;28902,621;28902,779;0,158;0,116;-0,625;-0,741
7133;28902,779;;28902,779;28902,821;0,042;-0,625;0,606;1,231
7134;28902,821;;28902,821;28903,488;0,667;0,606;-2,346;-2,952
7136;28903,488;;28903,488;28903,549;0,061;-2,346;2,192;4,538
7137;28903,549;;28903,549;28905,956;2,407;2,192;0,048;-2,144
7139;28905,956;;28905,956;28906,171;0,215;0,048;0,166;0,118
7140;28906,171;;28906,171;28906,338;0,167;0,166;0,001;-0,165
7141;28906,338;;28906,338;28906,339;0,001;0,001;0;-0,001
7142;28906,339;;28906,339;28906,339;0;0;0;0
7143;28906,339;;28906,339;28906,339;0;0;-0,001;-0,001
7144;28906,339;;28906,339;28906,339;0;-0,001;-0,006;-0,005
7145;28906,339;;28906,339;28906,34;0,001;-0,006;-0,059;-0,053
7146;28906,34;;28906,34;28906,347;0,007;-0,059;0,042;0,101
7147;28906,347;;28906,347;28906,413;0,066;0,042;0,01;-0,032
7148;28906,413;;28906,413;28906,437;0,024;0,01;0,003;-0,007
7149;28906,437;;28906,437;28906,451;0,014;0,003;-3,63798E-12;-0,003
7150;28906,451;;28906,451;28906,462;0,011;-3,63798E-12;3,63798E-12;7,27596E-12
7151;28906,462;;28906,462;28906,473;0,011;3,63798E-12;-0,03;-0,03
7152;28906,473;;28906,473;28906,484;0,011;-0,03;-0,115;-0,085
7153;28906,484;;28906,484;28906,525;0,041;-0,115;-0,039;0,076
7154;28906,525;;28906,525;28906,681;0,156;-0,039;-0,547;-0,508
7155;28906,681;;28906,681;28906,876;0,195;-0,547;-0,822;-0,275
7156;28906,876;;28906,876;28907,618;0,742;-0,822;0,356;1,178
7157;28907,618;;28907,618;28909,182;1,564;0,356;1,208;0,852
7158;28909,182;;28909,182;28910,39;1,208;1,208;0;-1,208
7159;28910,39;;28910,39;28910,39;0;0;-0,001;-0,001
7160;28910,39;;28910,39;28910,39;0;-0,001;0,001;0,002
7161;28910,39;;28910,39;28910,391;0,001;0,001;-0,001;-0,002
7162;28910,391;;28910,391;28910,391;0;-0,001;0,001;0,002
7163;28910,391;;28910,391;28910,392;0,001;0,001;0;-0,001
7164;28910,392;;28910,392;28910,392;0;0;0;0
7165;28910,392;;28910,392;28910,392;0;0;0;0
7166;28910,392;;28910,392;28910,392;0;0;0;0
7167;28910,392;;28910,392;28910,392;0;0;-0,001;-0,001
7168;28910,392;;28910,392;28910,392;0;-0,001;0,001;0,002
7169;28910,392;;28910,392;28910,393;0,001;0,001;0;-0,001
7170;28910,393;;28910,393;28910,393;0;0;-0,117;-0,117
7171;28910,393;;28910,393;28910,393;0;-0,117;0,07;0,187
7172;28910,393;;28910,393;28910,51;0,117;0,07;0,024;-0,046
7173;28910,51;;28910,51;28910,557;0,047;0,024;0,005;-0,019
7174;28910,557;;28910,557;28910,58;0,023;0,005;0,003;-0,002
7175;28910,58;;28910,58;28910,598;0,018;0,003;0,001;-0,002
7176;28910,598;;28910,598;28910,613;0,015;0,001;-0,001;-0,002
7177;28910,613;;28910,613;28910,627;0,014;-0,001;-0,39;-0,389
7178;28910,627;;28910,627;28910,642;0,015;-0,39;0,404;0,794
7179;28910,642;;28910,642;28911,047;0,405;0,404;0;-0,404
7180;28911,047;;28911,047;28911,048;0,001;0;-0,029;-0,029
7181;28911,048;;28911,048;28911,049;0,001;-0,029;-0,033;-0,004
7182;28911,049;;28911,049;28911,079;0,03;-0,033;-0,121;-0,088
7183;28911,079;;28911,079;28911,142;0,063;-0,121;0,131;0,252
7184;28911,142;;28911,142;28911,326;0,184;0,131;0,035;-0,096
7185;28911,326;;28911,326;28911,379;0,053;0,035;-0,352;-0,387
7186;28911,379;;28911,379;28911,397;0,018;-0,352;-1,302;-0,95
7187;28911,397;;28911,397;28911,767;0,37;-1,302;0,051;1,353
7188;28911,767;;28911,767;28913,439;1,672;0,051;0,175;0,124
7189;28913,439;;28913,439;28915,06;1,621;0,175;-0,013;-0,188
7190;28915,06;;28915,06;28916,506;1,446;-0,013;0,454;0,467
7191;28916,506;;28916,506;28917,965;1,459;0,454;0,861;0,407
7193;28917,965;;28917,965;28918,97;1,005;0,861;0,044;-0,817
7195;28918,97;;28918,97;28919,114;0,144;0,044;0,065;0,021
7196;28919,114;;28919,114;28919,214;0,1;0,065;-0,62;-0,685
7197;28919,214;;28919,214;28919,249;0,035;-0,62;0,61;1,23
7198;28919,249;;28919,249;28919,904;0,655;0,61;-0,417;-1,027
7199;28919,904;;28919,904;28919,949;0,045;-0,417;0,461;0,878
7200;28919,949;;28919,949;28920,411;0,462;0,461;-0,001;-0,462
7201;28920,411;;28920,411;28920,412;0,001;-0,001;-0,031;-0,03
7202;28920,412;;28920,412;28920,414;0,002;-0,031;-0,493;-0,462
7203;28920,414;;28920,414;28920,447;0,033;-0,493;-0,243;0,25
7204;28920,447;;28920,447;28920,973;0,526;-0,243;0,768;1,011
7205;28920,973;;28920,973;28921,742;0,769;0,768;0,001;-0,767
7206;28921,742;;28921,742;28921,743;0,001;0,001;-0,017;-0,018
7207;28921,743;;28921,743;28921,743;0;-0,017;-0,081;-0,064
7208;28921,743;;28921,743;28921,76;0,017;-0,081;-0,238;-0,157
7209;28921,76;;28921,76;28921,858;0,098;-0,238;0,335;0,573
7210;28921,858;;28921,858;28922,194;0,336;0,335;0,001;-0,334
7211;28922,194;;28922,194;28922,195;0,001;0,001;-0,016;-0,017
7212;28922,195;;28922,195;28922,195;0;-0,016;-1,083;-1,067
7213;28922,195;;28922,195;28922,211;0,016;-1,083;-0,354;0,729
7214;28922,211;;28922,211;28923,31;1,099;-0,354;0,585;0,939
7215;28923,31;;28923,31;28924,763;1,453;0,585;0,868;0,283
7216;28924,763;;28924,763;28925,631;0,868;0,868;0;-0,868
7217;28925,631;;28925,631;28925,631;0;0;-0,023;-0,023
7218;28925,631;;28925,631;28925,631;0;-0,023;-0,189;-0,166
7219;28925,631;;28925,631;28925,654;0,023;-0,189;0,212;0,401
7220;28925,654;;28925,654;28925,866;0,212;0,212;0;-0,212
7221;28925,866;;28925,866;28925,866;0;0;-0,001;-0,001
7222;28925,866;;28925,866;28925,866;0;-0,001;-0,018;-0,017
7223;28925,866;;28925,866;28925,867;0,001;-0,018;-0,316;-0,298
7224;28925,867;;28925,867;28925,886;0,019;-0,316;-0,251;0,065
7225;28925,886;;28925,886;28926,221;0,335;-0,251;0,586;0,837
7226;28926,221;;28926,221;28926,807;0,586;0,586;0;-0,586
7227;28926,807;;28926,807;28926,807;0;0;-0,001;-0,001
7228;28926,807;;28926,807;28926,807;0;-0,001;-0,416;-0,415
7229;28926,807;;28926,807;28926,808;0,001;-0,416;-0,492;-0,076
7230;28926,808;;28926,808;28927,225;0,417;-0,492;-0,711;-0,219
7231;28927,225;;28927,225;28928,134;0,909;-0,711;1,174;1,885
7232;28928,134;;28928,134;28929,754;1,62;1,174;0,311;-0,863
7233;28929,754;;28929,754;28930,2;0,446;0,311;0,02;-0,291
7234;28930,2;;28930,2;28930,335;0,135;0,02;-4,93;-4,95
7235;28930,335;;28930,335;28930,45;0,115;-4,93;4,605;9,535
7236;28930,45;;28930,45;28935,495;5,045;4,605;-0,589;-5,194
7238;28935,495;;28935,495;28935,935;0,44;-0,589;1,029;1,618
7239;28935,935;;28935,935;28936,964;1,029;1,029;-0,001;-1,03
7240;28936,964;;28936,964;28936,964;0;-0,001;-0,025;-0,024
7241;28936,964;;28936,964;28936,965;0,001;-0,025;-0,618;-0,593
7242;28936,965;;28936,965;28936,991;0,026;-0,618;0,436;1,054
7243;28936,991;;28936,991;28937,635;0,644;0,436;0,066;-0,37
7244;28937,635;;28937,635;28937,843;0,208;0,066;0,117;0,051
7245;28937,843;;28937,843;28937,985;0,142;0,117;-0,069;-0,186
7246;28937,985;;28937,985;28938,01;0,025;-0,069;-1,019;-0,95
7247;28938,01;;28938,01;28938,104;0,094;-1,019;1,062;2,081
7248;28938,104;;28938,104;28939,217;1,113;1,062;-1,063;-2,125
7249;28939,217;;28939,217;28939,268;0,051;-1,063;1,114;2,177
7250;28939,268;;28939,268;28940,382;1,114;1,114;0;-1,114
7251;28940,382;;28940,382;28940,382;0;0;-0,626;-0,626
7252;28940,382;;28940,382;28940,382;0;-0,626;-0,062;0,564
7253;28940,382;;28940,382;28941,008;0,626;-0,062;0,638;0,7
7254;28941,008;;28941,008;28941,696;0,688;0,638;-0,869;-1,507
7255;28941,696;;28941,696;28941,746;0,05;-0,869;0,88;1,749
7256;28941,746;;28941,746;28942,665;0,919;0,88;-1,632;-2,512
7257;28942,665;;28942,665;28942,704;0,039;-1,632;1,671;3,303
7258;28942,704;;28942,704;28944,375;1,671;1,671;-0,001;-1,672
7259;28944,375;;28944,375;28944,375;0;-0,001;0,001;0,002
7260;28944,375;;28944,375;28944,376;0,001;0,001;0;-0,001
7261;28944,376;;28944,376;28944,376;0;0;0;0
7262;28944,376;;28944,376;28944,376;0;0;0;0
7263;28944,376;;28944,376;28944,376;0;0;-0,002;-0,002
7264;28944,376;;28944,376;28944,376;0;-0,002;-0,217;-0,215
7265;28944,376;;28944,376;28944,378;0,002;-0,217;0,216;0,433
7266;28944,378;;28944,378;28944,597;0,219;0,216;-0,069;-0,285
7267;28944,597;;28944,597;28944,6;0,003;-0,069;-0,413;-0,344
7268;28944,6;;28944,6;28944,672;0,072;-0,413;0,484;0,897
7269;28944,672;;28944,672;28945,157;0,485;0,484;-0,001;-0,485
7270;28945,157;;28945,157;28945,158;0,001;-0,001;0,002;0,003
7271;28945,158;;28945,158;28945,16;0,002;0,002;-0,001;-0,003
7272;28945,16;;28945,16;28945,16;0;-0,001;-0,042;-0,041
7273;28945,16;;28945,16;28945,161;0,001;-0,042;-0,128;-0,086
7274;28945,161;;28945,161;28945,204;0,043;-0,128;-0,441;-0,313
7275;28945,204;;28945,204;28945,375;0,171;-0,441;0,611;1,052
7276;28945,375;;28945,375;28945,987;0,612;0,611;0,001;-0,61
7277;28945,987;;28945,987;28945,988;0,001;0,001;-0,515;-0,516
7278;28945,988;;28945,988;28945,988;0;-0,515;0,514;1,029
7279;28945,988;;28945,988;28946,503;0,515;0,514;0;-0,514
7280;28946,503;;28946,503;28946,504;0,001;0;-0,041;-0,041
7281;28946,504;;28946,504;28946,505;0,001;-0,041;-0,421;-0,38
7282;28946,505;;28946,505;28946,547;0,042;-0,421;0,462;0,883
7283;28946,547;;28946,547;28947,01;0,463;0,462;0,001;-0,461
7284;28947,01;;28947,01;28947,011;0,001;0,001;0;-0,001
7285;28947,011;;28947,011;28947,011;0;0;0;0
7286;28947,011;;28947,011;28947,011;0;0;0;0
7287;28947,011;;28947,011;28947,011;0;0;-0,001;-0,001
7288;28947,011;;28947,011;28947,011;0;-0,001;0,001;0,002
7289;28947,011;;28947,011;28947,012;0,001;0,001;0;-0,001
7290;28947,012;;28947,012;28947,012;0;0;0;0
7291;28947,012;;28947,012;28947,012;0;0;0;0
7292;28947,012;;28947,012;28947,012;0;0;-0,059;-0,059
7293;28947,012;;28947,012;28947,012;0;-0,059;-0,617;-0,558
7294;28947,012;;28947,012;28947,071;0,059;-0,617;0,676;1,293
7295;28947,071;;28947,071;28947,747;0,676;0,676;-0,001;-0,677
7296;28947,747;;28947,747;28947,747;0;-0,001;0;0,001
7297;28947,747;;28947,747;28947,748;0,001;0;-0,036;-0,036
7298;28947,748;;28947,748;28947,749;0,001;-0,036;-0,006;0,03
7299;28947,749;;28947,749;28947,786;0,037;-0,006;0,005;0,011
7300;28947,786;;28947,786;28947,829;0,043;0,005;0,037;0,032
7301;28947,829;;28947,829;28947,867;0,038;0,037;-0,014;-0,051
7302;28947,867;;28947,867;28947,868;0,001;-0,014;-0,285;-0,271
7303;28947,868;;28947,868;28947,883;0,015;-0,285;0,299;0,584
7304;28947,883;;28947,883;28948,183;0,3;0,299;0,001;-0,298
7305;28948,183;;28948,183;28948,184;0,001;0,001;-0,029;-0,03
7306;28948,184;;28948,184;28948,184;0;-0,029;-0,003;0,026
7307;28948,184;;28948,184;28948,213;0,029;-0,003;-0,061;-0,058
7308;28948,213;;28948,213;28948,245;0,032;-0,061;-0,129;-0,068
7309;28948,245;;28948,245;28948,338;0,093;-0,129;0,222;0,351
7310;28948,338;;28948,338;28948,56;0,222;0,222;-0,001;-0,223
7311;28948,56;;28948,56;28948,56;0;-0,001;0,001;0,002
7312;28948,56;;28948,56;28948,561;0,001;0,001;-0,023;-0,024
7313;28948,561;;28948,561;28948,561;0;-0,023;-3,63798E-12;0,023
7314;28948,561;;28948,561;28948,584;0,023;-3,63798E-12;-1,563;-1,563
7315;28948,584;;28948,584;28948,607;0,023;-1,563;1,586;3,149
7316;28948,607;;28948,607;28950,193;1,586;1,586;0;-1,586
7317;28950,193;;28950,193;28950,193;0;0;-0,02;-0,02
7318;28950,193;;28950,193;28950,193;0;-0,02;-0,207;-0,187
7319;28950,193;;28950,193;28950,213;0,02;-0,207;-3,33;-3,123
7320;28950,213;;28950,213;28950,44;0,227;-3,33;2,829;6,159
7321;28950,44;;28950,44;28953,997;3,557;2,829;0,728;-2,101
7322;28953,997;;28953,997;28954,725;0,728;0,728;-0,52;-1,248
7323;28954,725;;28954,725;28954,725;0;-0,52;-2,604;-2,084
7324;28954,725;;28954,725;28955,245;0,52;-2,604;-0,987;1,617
7325;28955,245;;28955,245;28958,369;3,124;-0,987;3,324;4,311
7326;28958,369;;28958,369;28962,48;4,111;3,324;-2,043;-5,367
7327;28962,48;;28962,48;28963,267;0,787;-2,043;2,331;4,374
7328;28963,267;;28963,267;28966,097;2,83;2,331;0,498;-1,833
7330;28966,097;;28966,097;28966,596;0,499;0,498;-0,018;-0,516
7331;28966,596;;28966,596;28966,597;0,001;-0,018;-2,418;-2,4
7332;28966,597;;28966,597;28966,616;0,019;-2,418;2,174;4,592
7333;28966,616;;28966,616;28969,053;2,437;2,174;-0,105;-2,279
7334;28969,053;;28969,053;28969,316;0,263;-0,105;0,367;0,472
7335;28969,316;;28969,316;28969,684;0,368;0,367;-0,021;-0,388
7336;28969,684;;28969,684;28969,685;0,001;-0,021;-0,865;-0,844
7337;28969,685;;28969,685;28969,707;0,022;-0,865;0,887;1,752
7338;28969,707;;28969,707;28970,594;0,887;0,887;-0,02;-0,907
7339;28970,594;;28970,594;28970,594;0;-0,02;-0,671;-0,651
7340;28970,594;;28970,594;28970,614;0,02;-0,671;-0,323;0,348
7341;28970,614;;28970,614;28971,305;0,691;-0,323;0,761;1,084
7342;28971,305;;28971,305;28972,319;1,014;0,761;-0,15;-0,911
7343;28972,319;;28972,319;28972,572;0,253;-0,15;0,208;0,358
7344;28972,572;;28972,572;28972,975;0,403;0,208;0,034;-0,174
7345;28972,975;;28972,975;28973,17;0,195;0,034;0,16;0,126
7346;28973,17;;28973,17;28973,331;0,161;0,16;0,001;-0,159
7347;28973,331;;28973,331;28973,332;0,001;0,001;0;-0,001
7348;28973,332;;28973,332;28973,332;0;0;0;0
7349;28973,332;;28973,332;28973,332;0;0;-0,001;-0,001
7350;28973,332;;28973,332;28973,332;0;-0,001;0,001;0,002
7351;28973,332;;28973,332;28973,333;0,001;0,001;0;-0,001
7352;28973,333;;28973,333;28973,333;0;0;0;0
7353;28973,333;;28973,333;28973,333;0;0;-0,07;-0,07
7354;28973,333;;28973,333;28973,333;0;-0,07;0,042;0,112
7355;28973,333;;28973,333;28973,403;0,07;0,042;-0,778;-0,82
7356;28973,403;;28973,403;28973,431;0,028;-0,778;0,748;1,526
7357;28973,431;;28973,431;28974,237;0,806;0,748;-1,841;-2,589
7358;28974,237;;28974,237;28974,295;0,058;-1,841;1,898;3,739
7359;28974,295;;28974,295;28976,194;1,899;1,898;-0,061;-1,959
7360;28976,194;;28976,194;28976,195;0,001;-0,061;0,021;0,082
7361;28976,195;;28976,195;28976,257;0,062;0,021;-0,627;-0,648
7362;28976,257;;28976,257;28976,298;0,041;-0,627;0,597;1,224
7363;28976,298;;28976,298;28976,966;0,668;0,597;-0,551;-1,148
7364;28976,966;;28976,966;28977,037;0,071;-0,551;0,551;1,102
7365;28977,037;;28977,037;28977,659;0,622;0,551;-0,004;-0,555
7366;28977,659;;28977,659;28977,73;0,071;-0,004;0,069;0,073
7367;28977,73;;28977,73;28977,805;0,075;0,069;-1,295;-1,364
7368;28977,805;;28977,805;28977,811;0,006;-1,295;1,3;2,595
7369;28977,811;;28977,811;28979,112;1,301;1,3;0,001;-1,299
7371;28979,112;;28979,112;28979,113;0,001;0,001;-0,035;-0,036
7372;28979,113;;28979,113;28979,113;0;-0,035;-2,406;-2,371
7373;28979,113;;28979,113;28979,148;0,035;-2,406;0,174;2,58
7374;28979,148;;28979,148;28981,589;2,441;0,174;2,083;1,909
7375;28981,589;;28981,589;28983,856;2,267;2,083;0,183;-1,9
7376;28983,856;;28983,856;28984,04;0,184;0,183;0,001;-0,182
7377;28984,04;;28984,04;28984,041;0,001;0,001;-0,031;-0,032
7378;28984,041;;28984,041;28984,041;0;-0,031;-0,01;0,021
7379;28984,041;;28984,041;28984,072;0,031;-0,01;-1,074;-1,064
7380;28984,072;;28984,072;28984,113;0,041;-1,074;0,637;1,711
7381;28984,113;;28984,113;28985,228;1,115;0,637;0,478;-0,159
7382;28985,228;;28985,228;28985,706;0,478;0,478;-0,002;-0,48
7383;28985,706;;28985,706;28985,706;0;-0,002;0,002;0,004
7384;28985,706;;28985,706;28985,708;0,002;0,002;-0,055;-0,057
